Model,Test Case,# of Waypoints,Error distance (Source),Time to destination (Source),Balancing (Source),Distance to the car Source,Source exec time
purePursuitUSCity,664,31,3.338199429,24.49,0.684328493,31.6227766,9.4775472
purePursuitUSCity,665,92,1.950014005,77.61,1.160623297,31.6227766,18.6673541
purePursuitUSCity,666,31,22.1928828,48.73,0.622089749,31.6227766,13.4007027
purePursuitUSCity,667,61,1.744778846,75.6,0.738179569,31.6227766,17.9837414
purePursuitUSCity,668,41,1.496689823,18.73,0.524169958,31.6227766,8.5219853
purePursuitUSCity,669,51,20.81980309,73.04,2.334531944,31.6227766,17.7602694
purePursuitUSCity,670,81,8.297180788,75.38,2.870341536,31.6227766,18.4328067
purePursuitUSCity,671,31,5.232203062,34.44,1.670462208,31.6227766,11.2782888
purePursuitUSCity,672,31,3.414178823,35.46,0.735838257,31.6227766,8.3387029
purePursuitUSCity,673,61,1.703861249,80.83,0.864534196,31.6227766,19.039982
purePursuitUSCity,674,91,1.631742632,96.38,1.821664862,31.6227766,21.6081993
purePursuitUSCity,675,62,2.590389074,54.75,1.868113833,31.6227766,14.5208707
purePursuitUSCity,676,31,0.991250606,26.81,0.14012142,31.6227766,9.771244
purePursuitUSCity,677,51,1.826417701,95.79,1.144021856,31.6227766,21.640071
purePursuitUSCity,678,41,4.397631581,43.3,1.180569247,31.6227766,12.6374283
purePursuitUSCity,679,21,1.720332571,27.82,0.364002348,31.6227766,9.9336882
purePursuitUSCity,680,111,3.993614881,87.99,2.191019866,31.6227766,20.8587468
purePursuitUSCity,681,21,5.494654053,12.95,0.970148866,31.6227766,7.5286902
purePursuitUSCity,682,21,0.005465088,17.79,0,31.6227766,5.2766006
purePursuitUSCity,683,41,0.267795541,30.86,0.033025309,31.6227766,10.5177962
purePursuitUSCity,684,21,1.149672529,12.45,0.334107382,31.6227766,7.4106114
purePursuitUSCity,685,31,1.284111724,25.47,0.38982068,31.6227766,9.6600873
purePursuitUSCity,686,61,0.764490201,37.45,0.808217077,31.6227766,11.6711947
purePursuitUSCity,687,11,0.000629088,2.43,0.000754594,31.6227766,5.77323
purePursuitUSCity,688,51,4.912909233,74.62,1.267453364,31.6227766,17.9422971
purePursuitUSCity,689,31,4.871734872,53.26,1.120569898,31.6227766,14.6183817
purePursuitUSCity,690,71,23.34199654,62.79,0.881974053,31.6227766,15.9433751
purePursuitUSCity,691,31,1.634682705,38.56,1.104293294,31.6227766,12.1680171
purePursuitUSCity,692,61,3.430659116,42.12,0.81345313,31.6227766,12.4712177
purePursuitUSCity,693,31,1.98329928,28.37,0.592317755,31.6227766,10.1884538
purePursuitUSCity,694,51,2.344692866,51.02,1.276057374,31.6227766,14.0277289
purePursuitUSCity,695,51,20.82914088,52.62,2.546750307,31.6227766,11.1799643
purePursuitUSCity,696,51,1.769651958,32,1.08124677,31.6227766,7.8841093
purePursuitUSCity,697,52,15.20035589,68.18,4.74219629,31.6227766,17.0480658
purePursuitUSCity,698,21,0.006615132,50.77,0.008563534,31.6227766,13.7375707
purePursuitUSCity,699,31,1.586407506,48.3,0.48461125,31.6227766,13.3918346
purePursuitUSCity,700,81,23.36226751,99999,1.912492528,31.6227766,22.4165108
purePursuitUSCity,701,41,5.437630187,37.35,0.561434726,31.6227766,11.719841
purePursuitUSCity,702,82,2.888432001,88.46,0.967811971,31.6227766,20.5732919
purePursuitUSCity,703,31,0.023087547,29.41,3.69442E-16,31.6227766,10.2090729
purePursuitUSCity,704,41,0.024476303,27,0.012384043,31.6227766,9.9215715
purePursuitUSCity,705,41,5.406650936,36.63,1.641480702,31.6227766,8.6249913
purePursuitUSCity,706,52,3.757533993,61.98,0.50217696,31.6227766,16.010444
purePursuitUSCity,707,31,0.206515291,24.89,0.045113345,31.6227766,9.5162328
purePursuitUSCity,708,91,3.834064307,99999,2.554611295,31.6227766,22.6846499
purePursuitUSCity,709,82,1.990025016,46.43,0.85953915,31.6227766,13.2492725
purePursuitUSCity,710,61,0.683529529,39.64,0.537223219,31.6227766,12.1713533
purePursuitUSCity,711,51,5.466234558,50.26,1.350782341,31.6227766,13.9409729
purePursuitUSCity,712,31,5.64303136,22.18,1.170434438,31.6227766,9.22437
purePursuitUSCity,713,31,0.023087276,27.15,8.83494E-17,31.6227766,6.9492166
purePursuitUSCity,714,51,1.676181083,54.6,0.435412304,31.6227766,14.5315068
purePursuitUSCity,715,41,2.253903964,19,0.244041466,31.6227766,8.607703
purePursuitUSCity,716,71,1.769444359,68.03,1.06808176,31.6227766,16.8845579
purePursuitUSCity,717,71,1.511948726,50.03,0.6260854,31.6227766,10.9399582
purePursuitUSCity,718,51,0.945592935,38.26,1.505611865,31.6227766,11.9521788
purePursuitUSCity,719,91,3.424723059,83.15,0.544139711,31.6227766,19.2960584
purePursuitUSCity,720,41,0.989291336,51.5,0.478111621,31.6227766,13.9573059
purePursuitUSCity,721,11,0.00541861,21.5,0.004089053,31.6227766,8.8372155
purePursuitUSCity,722,22,1.316471418,33.78,0.764979208,31.6227766,10.9669752
purePursuitUSCity,723,31,0.023110307,28.62,1.83237E-16,31.6227766,10.0699481
purePursuitUSCity,724,72,0.268948796,21.63,0.144043403,31.6227766,9.0750838
purePursuitUSCity,725,21,0.068095392,4.34,0.014997245,31.6227766,6.1253366
purePursuitUSCity,726,62,61.74995167,19.39,0.541665286,31.6227766,8.7963669
purePursuitUSCity,727,21,0.026350972,7.19,0.012462048,31.6227766,6.6048763
purePursuitUSCity,728,91,22.06483191,75.73,1.45465148,31.6227766,18.3019032
purePursuitUSCity,729,51,1.06917788,41.28,1.285950696,31.6227766,12.3835903
purePursuitUSCity,730,111,1.031447129,59.99,1.483748855,31.6227766,15.7361833
purePursuitUSCity,731,51,1.698862404,44.2,1.343221421,31.6227766,12.8642813
purePursuitUSCity,732,82,31.43694955,99999,2.564764254,31.6227766,22.3271389
purePursuitUSCity,733,52,54.23081307,87.68,1.314623546,31.6227766,20.1642597
purePursuitUSCity,734,41,0.117084143,7.81,0.034227202,31.6227766,6.7038627
purePursuitUSCity,735,71,23.33103748,97.32,1.913836053,31.6227766,21.8833163
purePursuitUSCity,736,121,23.31982245,99999,3.552188179,31.6227766,22.6605404
purePursuitUSCity,737,31,2.102596025,24.88,0.41228483,31.6227766,9.5331091
purePursuitUSCity,738,31,1.186622074,40.43,1.002010855,31.6227766,9.2539661
purePursuitUSCity,739,102,24.48598933,49.63,1.72639195,31.6227766,13.9752394
purePursuitUSCity,740,72,0.963884028,46.84,0.631163252,31.6227766,13.3048542
purePursuitUSCity,741,102,1.652389927,52.22,1.094480578,31.6227766,14.3601009
purePursuitUSCity,742,61,5.464151595,38.44,2.444554489,31.6227766,11.8506107
purePursuitUSCity,743,42,0.346601075,19.17,0.117893134,31.6227766,8.740754
purePursuitUSCity,744,72,2.355417665,78.6,0.549915723,31.6227766,18.7448676
purePursuitUSCity,745,41,3.715199292,38.66,1.479181402,31.6227766,12.0934062
purePursuitUSCity,746,61,44.05588064,53.01,4.185406571,31.6227766,22.1594361
purePursuitUSCity,747,61,0.72162822,45.28,1.433791209,31.6227766,10.0953638
purePursuitUSCity,748,41,2.066841881,42.5,1.180627896,31.6227766,12.4938019
purePursuitUSCity,749,41,3.372261422,42.83,0.796458072,31.6227766,9.7955843
purePursuitUSCity,750,32,56.2633126,55.64,2.539334567,31.6227766,14.7020656
purePursuitUSCity,751,52,4.34408235,44.14,1.005739364,31.6227766,12.961161
purePursuitUSCity,752,72,1.567838867,70.19,1.179329183,31.6227766,17.1268212
purePursuitUSCity,753,72,4.891630336,99999,2.127924542,31.6227766,19.4273972
purePursuitUSCity,754,41,4.859544427,34.29,1.287177639,31.6227766,11.1666708
purePursuitUSCity,755,81,3.560033626,73.31,1.953332597,31.6227766,17.8542998
purePursuitUSCity,756,41,1.540636886,42.82,0.409278646,31.6227766,12.5692533
purePursuitUSCity,757,61,14.45848804,29.09,2.230438339,31.6227766,10.2684063
purePursuitUSCity,758,41,2.25919746,31.55,0.738508617,31.6227766,10.7118654
purePursuitUSCity,759,61,1.219736452,65.42,0.72165095,31.6227766,16.2472911
purePursuitUSCity,760,31,2.726640863,40.4,0.940222099,31.6227766,12.1856636
purePursuitUSCity,761,31,0.005463176,20.67,0,31.6227766,5.8754593
purePursuitUSCity,762,51,1.514340059,66.14,0.775989881,31.6227766,16.3908522
purePursuitUSCity,763,41,0.13742087,12.93,0.045383829,31.6227766,7.5722103
purePursuitUSCity,764,62,2.022451216,70.65,1.806850859,31.6227766,17.2356416
purePursuitUSCity,765,51,2.255394178,62.77,1.279480732,31.6227766,15.9739357
purePursuitUSCity,766,81,22.11552168,62.56,2.273653078,31.6227766,16.1191784
purePursuitUSCity,767,31,1.606105417,9.62,0.239510225,31.6227766,7.0156086
purePursuitUSCity,768,61,3.466239524,78.81,1.597238004,31.6227766,18.6083782
purePursuitUSCity,769,11,0.001596443,4.91,5.65675E-10,31.6227766,6.1281191
purePursuitUSCity,770,42,2.797516358,29.95,1.2137664,31.6227766,10.5093489
purePursuitUSCity,771,41,1.337263697,26.37,0.402436308,31.6227766,9.8939105
purePursuitUSCity,772,31,22.55609418,29.88,0.780926263,31.6227766,10.3981946
purePursuitUSCity,773,31,0.268794403,5.86,0.056126201,31.6227766,3.4380328
purePursuitUSCity,774,102,22.61278962,99999,3.010936743,31.6227766,22.6572461
purePursuitUSCity,775,31,8.50607579,39.9,0.724358675,31.6227766,12.1179792
purePursuitUSCity,776,32,1.923999581,23.94,0.736375872,31.6227766,9.3149241
purePursuitUSCity,777,71,4.712712237,94.79,1.799065484,31.6227766,21.3961885
purePursuitUSCity,778,42,1.096034495,38.86,0.518205618,31.6227766,11.8730738
purePursuitUSCity,779,61,5.857056573,66.5,1.657457553,31.6227766,16.7195796
purePursuitUSCity,780,92,7.694088495,96.96,4.650736004,31.6227766,22.0058705
purePursuitUSCity,781,91,22.65543951,99999,1.271009184,31.6227766,22.6439046
purePursuitUSCity,782,82,3.853126276,90.15,1.637071305,31.6227766,20.6965055
purePursuitUSCity,783,82,54.31907184,63.1,2.142240205,31.6227766,13.5089259
purePursuitUSCity,784,41,9.087096413,36.15,1.894197631,31.6227766,11.4680024
purePursuitUSCity,785,62,3.745621668,64.67,0.785436967,31.6227766,16.3327814
purePursuitUSCity,786,31,1.189354872,40.44,0.409705016,31.6227766,12.1540893
purePursuitUSCity,787,71,6.891359474,78.92,3.236464041,31.6227766,18.7987148
purePursuitUSCity,788,101,3.469516085,62.61,1.935298881,31.6227766,16.1153409
purePursuitUSCity,789,31,1.453266214,8.01,0.38600229,31.6227766,6.7254773
purePursuitUSCity,790,31,0.101912957,21.79,0.029055378,31.6227766,6.105995
purePursuitUSCity,791,51,1.187087038,56.49,0.86750913,31.6227766,14.8867624
purePursuitUSCity,792,51,2.044156975,34.29,1.325903775,31.6227766,8.2903562
purePursuitUSCity,793,11,0.000490614,2.82,3.47412E-11,31.6227766,5.7969788
purePursuitUSCity,794,21,0.101276165,3.77,0.026685468,31.6227766,6.1639113
purePursuitUSCity,795,92,3.708436187,37.08,0.90530861,31.6227766,11.688659
purePursuitUSCity,796,62,1.898279236,18.31,0.568012707,31.6227766,8.4898131
purePursuitUSCity,797,21,1.053797933,31.08,0.513205548,31.6227766,10.5205657
purePursuitUSCity,798,32,2.167649908,38.62,0.68889962,31.6227766,11.8828551
purePursuitUSCity,799,81,3.541922795,51.69,2.253981839,31.6227766,14.2586163
purePursuitUSCity,800,82,54.32148976,66.74,2.126617563,31.6227766,16.9505184
purePursuitUSCity,801,61,1.447055646,99.32,1.722531683,31.6227766,22.1046467
purePursuitUSCity,802,11,0.00051686,2.79,1.87504E-15,31.6227766,5.8374551
purePursuitUSCity,803,51,22.16626091,84.19,4.842218836,31.6227766,19.8325488
purePursuitUSCity,804,51,3.77885883,63.02,0.448204717,31.6227766,12.9074469
purePursuitUSCity,805,61,3.920944839,45.43,0.594590336,31.6227766,13.1902923
purePursuitUSCity,806,31,0.004613851,37.91,0,31.6227766,11.6490626
purePursuitUSCity,807,101,3.546262967,95.58,2.999817748,31.6227766,21.8133287
purePursuitUSCity,808,71,6.699222695,25.36,0.889918262,31.6227766,9.637897
purePursuitUSCity,809,41,17.27307821,56.7,2.145211643,31.6227766,14.9766467
purePursuitUSCity,810,81,3.443072083,64.34,1.912070855,31.6227766,16.1830983
purePursuitUSCity,811,71,4.694768403,31.06,0.970843715,31.6227766,10.7107279
purePursuitUSCity,812,82,1.791646191,59.65,0.523698793,31.6227766,15.3653091
purePursuitUSCity,813,51,1.421882572,58.51,0.837310353,31.6227766,15.0147345
purePursuitUSCity,814,41,49.00132371,58.35,2.520379897,31.6227766,14.8801761
purePursuitUSCity,815,11,0.005402685,15.78,6.10327E-13,31.6227766,7.8611311
purePursuitUSCity,816,72,7.420877499,57.9,1.255243974,31.6227766,15.3691662
purePursuitUSCity,817,21,4.771787512,28.08,0.644243216,31.6227766,10.0630974
purePursuitUSCity,818,41,0.729469309,27.97,0.222930602,31.6227766,10.1561311
purePursuitUSCity,819,31,2.251462204,24.27,0.407226589,31.6227766,9.8018003
purePursuitUSCity,820,82,2.075492886,48.54,0.508103987,31.6227766,13.6117241
purePursuitUSCity,821,51,2.375333271,54.2,1.35031953,31.6227766,14.7309326
purePursuitUSCity,822,91,5.493682553,99999,1.220279238,31.6227766,22.6231128
purePursuitUSCity,823,31,1.365538202,21.77,1.001464471,31.6227766,9.0828255
purePursuitUSCity,824,31,2.548313995,37.05,1.310171861,31.6227766,8.651508
purePursuitUSCity,825,91,3.751788463,64.65,1.513836155,31.6227766,16.3042413
purePursuitUSCity,826,51,5.479954946,33.31,1.013640444,31.6227766,11.0413622
purePursuitUSCity,827,51,3.772510616,61.36,0.700880135,31.6227766,12.7146917
purePursuitUSCity,828,52,3.387586556,36.37,0.617287801,31.6227766,11.3173923
purePursuitUSCity,829,21,0.458322253,18.18,0.132603952,31.6227766,8.4570738
purePursuitUSCity,830,71,3.539192377,49.79,1.849703119,31.6227766,13.8487779
purePursuitUSCity,831,72,1.731819122,18.6,0.483589436,31.6227766,8.5817388
purePursuitUSCity,832,52,4.722654837,64.54,2.90946018,31.6227766,16.2881261
purePursuitUSCity,833,41,3.127401967,31.7,1.12845129,31.6227766,10.7263589
purePursuitUSCity,834,81,5.666494357,85.88,2.039753574,31.6227766,20.0537141
purePursuitUSCity,835,51,1.896752658,37,0.843857983,31.6227766,11.7119878
purePursuitUSCity,836,61,5.096026624,43.48,2.060897295,31.6227766,12.7178069
purePursuitUSCity,837,72,1.412759263,60.96,0.923599013,31.6227766,15.707604
purePursuitUSCity,838,82,1.465478067,50.58,0.874061401,31.6227766,14.0454791
purePursuitUSCity,839,21,0.023102978,27.27,0.000837549,31.6227766,9.7325547
purePursuitUSCity,840,51,0.209684076,11.84,0.076089086,31.6227766,7.3904442
purePursuitUSCity,841,31,20.82337375,30.73,1.650614038,31.6227766,10.510364
purePursuitUSCity,842,21,0.004615104,27.2,0,31.6227766,9.940712
purePursuitUSCity,843,41,1.104397673,18.47,0.592040831,31.6227766,8.5124873
purePursuitUSCity,844,11,0.025283564,11.97,0.000525943,31.6227766,7.3587259
purePursuitUSCity,845,71,1.484044827,42.95,0.81839013,31.6227766,12.7735055
purePursuitUSCity,846,41,5.49007282,34.87,0.749337919,31.6227766,11.270163
purePursuitUSCity,847,71,3.505820233,55.13,0.459590391,31.6227766,14.4766577
purePursuitUSCity,848,51,24.50385629,26.75,0.871759268,31.6227766,9.9559138
purePursuitUSCity,849,21,3.438863003,12.32,0.503672327,31.6227766,7.4506619
purePursuitUSCity,850,81,2.008993473,21.77,0.434216463,31.6227766,9.1511845
purePursuitUSCity,851,71,1.269688396,46.01,1.702008442,31.6227766,13.3225098
purePursuitUSCity,852,21,2.396348494,10.47,0.580918316,31.6227766,7.1715628
purePursuitUSCity,853,121,7.904979686,99999,1.854501945,31.6227766,22.6799367
purePursuitUSCity,854,31,3.96930793,29.18,0.520020652,31.6227766,10.2839372
purePursuitUSCity,855,81,4.291290119,39.24,2.374639366,31.6227766,12.1200002
purePursuitUSCity,856,11,0.005405187,19.15,3.37606E-13,31.6227766,8.4404144
purePursuitUSCity,857,51,1.170258667,39.42,1.346832239,31.6227766,12.1109878
purePursuitUSCity,858,31,2.303771698,7.49,0.268945479,31.6227766,6.6297716
purePursuitUSCity,859,72,1.929489834,66.91,1.148995307,31.6227766,16.6227407
purePursuitUSCity,860,11,0,0,0,31.6227766,5.3138202
purePursuitUSCity,861,31,6.661266031,28.38,0.687228459,31.6227766,10.1507016
purePursuitUSCity,862,11,0.002060452,5.67,0,31.6227766,6.332947
purePursuitUSCity,863,41,2.442409961,81.18,1.514022932,31.6227766,19.1746799
purePursuitUSCity,864,41,0.22244283,13.87,0.02017498,31.6227766,4.8113662
purePursuitUSCity,865,71,7.264503503,82.81,1.480832398,31.6227766,19.493858
purePursuitUSCity,866,31,2.166577352,31.8,0.918145638,31.6227766,10.6799366
purePursuitUSCity,867,92,1.619567142,99999,1.641472174,31.6227766,22.3136747
purePursuitUSCity,868,42,61.78055479,33.39,0.462607516,31.6227766,11.0618609
purePursuitUSCity,869,81,2.050399545,67.33,1.601521834,31.6227766,17.0670244
purePursuitUSCity,870,31,2.709385757,36.71,0.507755215,31.6227766,11.6990798
purePursuitUSCity,871,61,1.835426066,69.84,1.848838589,31.6227766,17.333365
purePursuitUSCity,872,31,0.885582564,19.96,0.443295196,31.6227766,8.765743
purePursuitUSCity,873,31,0.765148036,26.09,0.417690366,31.6227766,6.7932253
purePursuitUSCity,874,11,0.002206504,6.12,7.81609E-10,31.6227766,6.4230619
purePursuitUSCity,875,61,3.47939278,55.49,0.516915237,31.6227766,14.5491425
purePursuitUSCity,876,51,5.67637597,58.44,1.540068013,31.6227766,15.2404547
purePursuitUSCity,877,71,4.981881011,99999,1.376008635,31.6227766,22.084626
purePursuitUSCity,878,11,0.001590388,4.91,5.12553E-08,31.6227766,6.2004217
purePursuitUSCity,879,41,5.514991043,55.7,0.681001607,31.6227766,14.8686889
purePursuitUSCity,880,61,3.576013663,43.63,1.82211107,31.6227766,12.7215601
purePursuitUSCity,881,61,8.060048011,50.4,2.583398301,31.6227766,11.1311428
purePursuitUSCity,882,61,23.28753179,53.87,1.790694656,31.6227766,11.6526993
purePursuitUSCity,883,71,12.1518535,68.48,3.297788394,31.6227766,17.048269
purePursuitUSCity,884,31,1.497374059,23.68,0.683437676,31.6227766,9.3535062
purePursuitUSCity,885,72,2.243827646,99999,1.194541683,31.6227766,22.7606862
purePursuitUSCity,886,11,0.005403346,11.75,0,31.6227766,7.2713986
purePursuitUSCity,887,61,5.150633179,39.83,0.97797708,31.6227766,12.2528786
purePursuitUSCity,888,21,1.063977116,25.22,0.417365472,31.6227766,9.6157846
purePursuitUSCity,889,71,0.18048408,20.08,0.092832991,31.6227766,8.8218118
purePursuitUSCity,890,11,0.002237107,16.4,0.001885533,31.6227766,8.1465594
purePursuitUSCity,891,42,0.639589711,22.14,0.894776056,31.6227766,9.169204
purePursuitUSCity,892,21,0.005401625,20.07,0,31.6227766,8.660941
purePursuitUSCity,893,52,1.642289234,56.56,0.423916888,31.6227766,14.7520674
purePursuitUSCity,894,41,1.379026719,39.71,0.863400656,31.6227766,12.0984759
purePursuitUSCity,895,62,2.130761389,39.51,0.473762006,31.6227766,12.0902233
purePursuitUSCity,896,41,23.30741201,49.63,0.935693596,31.6227766,13.6884561
purePursuitUSCity,897,71,4.086432761,65.63,0.966607386,31.6227766,16.5676428
purePursuitUSCity,898,41,1.249865976,30.74,0.425814413,31.6227766,10.57792
purePursuitUSCity,899,32,0.280525025,6.35,0.085751765,31.6227766,6.4605021
purePursuitUSCity,900,32,0.197209555,18.17,0.086812249,31.6227766,5.5206208
purePursuitUSCity,901,71,5.718991611,99999,1.766937922,31.6227766,22.3871679
purePursuitUSCity,902,31,3.809468749,28.62,0.493603109,31.6227766,10.0537584
purePursuitUSCity,903,91,1.566178746,49.91,1.705370141,31.6227766,13.9565303
purePursuitUSCity,904,51,1.552317974,39.26,1.168109738,31.6227766,11.9248824
purePursuitUSCity,905,81,5.553915416,99.48,1.303932537,31.6227766,22.4706058
purePursuitUSCity,906,51,1.20446386,62.7,0.759135988,31.6227766,15.8036847
purePursuitUSCity,907,61,3.557350082,35.56,0.745039189,31.6227766,11.4610265
purePursuitUSCity,908,51,1.67463034,43.31,0.722150079,31.6227766,12.648843
purePursuitUSCity,909,11,0.002057346,7.71,0,31.6227766,6.6426523
purePursuitUSCity,910,71,6.644162505,41.67,1.931133975,31.6227766,12.5166975
purePursuitUSCity,911,11,0.005561351,11.48,1.12831E-11,31.6227766,7.219092
purePursuitUSCity,912,61,3.577357543,36.33,0.388620428,31.6227766,11.2413713
purePursuitUSCity,913,61,2.789470931,52.04,0.673999767,31.6227766,11.3183056
purePursuitUSCity,914,62,0.139225221,23.06,0.168118827,31.6227766,9.2522367
purePursuitUSCity,915,51,0.994692958,63.46,0.869193402,31.6227766,15.9177009
purePursuitUSCity,916,61,3.421232574,56.2,1.622448855,31.6227766,14.882423
purePursuitUSCity,917,61,3.724779672,45.56,1.13650436,31.6227766,10.1140134
purePursuitUSCity,918,71,1.541647955,40.21,0.36768304,31.6227766,12.1909952
purePursuitUSCity,919,41,1.692221616,31.45,0.845608668,31.6227766,10.7035885
purePursuitUSCity,920,51,20.82669774,48.39,2.357234402,31.6227766,13.7135516
purePursuitUSCity,921,71,3.663882589,41.96,1.238916472,31.6227766,12.6015106
purePursuitUSCity,922,71,2.285911997,63.86,0.548737877,31.6227766,13.5039255
purePursuitUSCity,923,101,3.497975339,99999,1.472334162,31.6227766,22.4535498
purePursuitUSCity,924,41,1.614332385,53.05,0.34912912,31.6227766,14.3306412
purePursuitUSCity,925,31,0.683166282,13.03,0.33876212,31.6227766,7.595151
purePursuitUSCity,926,71,1.093818981,44.58,1.278235262,31.6227766,12.9996155
purePursuitUSCity,927,82,6.83976189,68.39,1.279759552,31.6227766,17.2207306
purePursuitUSCity,928,21,2.344351728,18.97,0.378843124,31.6227766,8.5180999
purePursuitUSCity,929,61,14.38003032,90.44,1.981955798,31.6227766,20.6819599
purePursuitUSCity,930,102,6.151747868,99999,5.083635832,31.6227766,22.5469258
purePursuitUSCity,931,41,18.46681747,99999,12.67745127,23.58913756,22.7195114
purePursuitUSCity,932,71,1.600059881,48.6,1.167078782,31.6227766,13.5839529
purePursuitUSCity,933,61,0.556814184,14.34,0.112578479,31.6227766,7.770245
purePursuitUSCity,934,82,2.302476818,99999,1.45420568,31.6227766,22.3758681
purePursuitUSCity,935,51,22.64946092,79.3,1.200904528,31.6227766,19.3180342
purePursuitUSCity,936,51,3.327569805,33.43,1.715482756,31.6227766,8.1604802
purePursuitUSCity,937,91,1.207724139,99999,1.06808804,31.6227766,22.2467866
purePursuitUSCity,938,61,26.79752461,99999,5.994400471,31.6227766,22.3013633
purePursuitUSCity,939,81,1.175380592,99999,1.076653006,31.6227766,22.3767964
purePursuitUSCity,940,61,7.747568123,99999,1.916097798,31.6227766,22.2872714
purePursuitUSCity,941,31,2.264857062,26.05,1.137894299,31.6227766,9.8894826
purePursuitUSCity,942,42,1.297259428,26.28,0.494554098,31.6227766,9.8506929
purePursuitUSCity,943,41,1.478280778,43.04,0.973739595,31.6227766,12.6512794
purePursuitUSCity,944,52,1.8108586,15.23,0.461070522,31.6227766,7.9703392
purePursuitUSCity,945,62,0.899947979,47.81,0.701898328,31.6227766,13.4625868
purePursuitUSCity,946,21,1.009470907,19.52,0.457905689,31.6227766,8.6359351
purePursuitUSCity,947,51,1.204384763,97.78,0.763685238,31.6227766,22.1693894
purePursuitUSCity,948,31,3.064303543,19.48,1.299154066,31.6227766,8.6613525
purePursuitUSCity,949,71,1.788701421,53.3,1.173352493,31.6227766,14.4656187
purePursuitUSCity,950,91,1.186057121,97.76,1.63045889,31.6227766,22.0651891
purePursuitUSCity,951,12,0.108526607,7.53,0.029008522,31.6227766,10.5121833
purePursuitUSCity,952,21,0.449353776,18.4,0.182188872,31.6227766,8.6212377
purePursuitUSCity,953,111,22.56070731,77.09,1.356755262,31.6227766,18.620781
purePursuitUSCity,954,51,16.5611755,49.72,2.167278685,31.6227766,13.9585122
purePursuitUSCity,955,52,2.900433793,39.32,0.56846616,31.6227766,12.0820764
purePursuitUSCity,956,31,1.88716384,43.85,0.37783637,31.6227766,12.6883561
purePursuitUSCity,957,31,5.010334108,59.46,0.677609945,31.6227766,12.6140012
purePursuitUSCity,958,71,3.857333496,87.79,1.646795335,31.6227766,20.0638334
purePursuitUSCity,959,71,0.716200438,56.05,0.5596773,31.6227766,11.9436309
purePursuitUSCity,960,11,0.00552488,20.63,2.37854E-05,31.6227766,8.6809937
purePursuitUSCity,961,22,1.076191744,21.42,0.427598837,31.6227766,9.0267729
purePursuitUSCity,962,71,2.490278999,78.48,1.253348448,31.6227766,18.6888172
purePursuitUSCity,963,91,22.5484374,53.3,0.878408118,31.6227766,14.6328256
purePursuitUSCity,964,51,3.873435917,54.4,0.738042071,31.6227766,14.5889872
purePursuitUSCity,965,61,0.709818767,54.36,0.224991385,31.6227766,14.5500924
purePursuitUSCity,966,11,0,0,0,31.6227766,5.3663821
purePursuitUSCity,967,71,2.089933853,54.84,1.460467954,31.6227766,14.778299
purePursuitUSCity,968,71,7.705104127,67.49,0.643461564,31.6227766,13.7959527
purePursuitUSCity,969,41,3.44883169,40.21,0.356126251,31.6227766,12.3509142
purePursuitUSCity,970,51,14.07400097,59.93,2.857908564,31.6227766,15.6567054
purePursuitUSCity,971,101,3.302222801,63.38,2.76129419,31.6227766,16.2084201
purePursuitUSCity,972,61,1.308223211,52.3,1.674482936,31.6227766,14.220003
purePursuitUSCity,973,11,0.006629559,17.24,0.001404483,31.6227766,8.2084227
purePursuitUSCity,974,82,2.984657149,86.4,2.041091487,31.6227766,20.3485028
purePursuitUSCity,975,91,2.034944541,76.53,1.175627055,31.6227766,18.4029901
purePursuitUSCity,976,52,1.404807189,29.06,0.944312324,31.6227766,10.3573466
purePursuitUSCity,977,41,3.375137129,46.99,1.191132275,31.6227766,13.4734174
purePursuitUSCity,978,71,1.713010886,67.68,1.231865979,31.6227766,16.8786965
purePursuitUSCity,979,81,2.296854685,65.12,1.269537904,31.6227766,16.5373802
purePursuitUSCity,980,41,1.96133047,46.74,0.852704806,31.6227766,13.2964036
purePursuitUSCity,981,31,3.806262006,24.66,0.415877887,31.6227766,9.5355048
purePursuitUSCity,982,31,3.768030817,39.31,0.542217946,31.6227766,9.0130819
purePursuitUSCity,983,41,1.590307242,68.4,0.714377406,31.6227766,16.910595
purePursuitUSCity,984,91,20.86350093,35.96,0.866052153,31.6227766,11.6260281
purePursuitUSCity,985,51,6.546754303,42.36,2.929213954,31.6227766,12.562673
purePursuitUSCity,986,51,1.03815396,45.02,0.76275251,31.6227766,10.0628668
purePursuitUSCity,987,32,3.04639457,40.99,1.714641613,31.6227766,12.262719
purePursuitUSCity,988,81,0.888489835,87.64,0.905671475,31.6227766,20.2214743
purePursuitUSCity,989,31,2.049191272,22.69,0.43953513,31.6227766,9.2324699
purePursuitUSCity,990,21,1.375996256,19.2,0.490291842,31.6227766,8.5879509
purePursuitUSCity,991,71,3.520619951,59.69,1.386189261,31.6227766,15.4520973
purePursuitUSCity,992,121,2.534859924,66.11,2.773867548,31.6227766,16.8762874
purePursuitUSCity,993,61,1.930377899,99999,1.779798037,31.6227766,22.3023588
purePursuitUSCity,994,31,0.727976626,18.23,0.084351164,31.6227766,8.4259823
purePursuitUSCity,995,41,0.996383497,31.38,1.034753801,31.6227766,10.802443
purePursuitUSCity,996,21,2.17534357,9.53,0.099494913,31.6227766,6.9993521
purePursuitUSCity,997,11,9.06915E-05,0.7,0,31.6227766,5.6299492
